traditional	simplified	pinyin	translation_fr-FR
雌激素	雌激素	ci2 ji1 su4	"oestrogène"
雌雄	雌雄	ci2 xiong2	"mâle et femelle"
雌黃	雌黄	ci2 huang2	"orpiment (minéral)__critiquer sans fondement"
雝	雍	yong1	"harmonieux"
雍和宮	雍和宫	Yong1 he2 Gong1	"temple de Yonghe__palais de l'Harmonieuse Entente"
雍容	雍容	yong1 rong2	"gracieux__distingué"
雍正	雍正	Yong1 zheng4	"Yongzheng"
雍笈牙	雍笈牙	yong1 ji2 ya2	"Alaungpaya (roi de Birmanie)"
雎	雎	ju1	"mouette"
雛	雏	chu2	"petit__jeune__oisillon__poussin"
雛形	雏形	chu2 xing2	"embryon__maquette"
雛形土	雏形土	Chu2 xing2 tu3	"Cambosols (taxonomie de sols chinois)"
雛鴿	雏鸽	chu2 ge1	"pigeonneau"
雒	雒	luo4	"cheval noir à crinière blanche__rivière Luo (Shaanxi)__(nom de famille)"
鵰	雕	diao1	"graver__sculpter__gravure__sculpture__aigle royal__vautour"
雕件	雕件	diao1jian4	"glyptique (art)"
雕像	雕像	diao1 xiang4	"statue"
雕刻	雕刻	diao1 ke4	"graver__sculpter"
雕塑	雕塑	diao1 su4	"sculpture"
雕琢	雕琢	diao1 zhuo2	"sculpter consciencieusement__ciseler__travailler"
雕花	雕花	diao1 hua1	"sculpture__gravure__ciselure"
雕謝	雕谢	diao1 xie4	"dépérir__se faner__se flétrir__décliner__décadence"
雕飾	雕饰	diao1 shi4	"tailler__découper__décoré"
雗	雗	han4	"faisan blanc"
雘	雘	huo4	"terre rouge utilisé pour les peintures"
雚	雚	guan4	"(arch.) cigogne__héron"
雟	雟	sui2	"moineau__(nom de lieu)"
讎	雠	chou2	"ennemi"
雨	雨	yu3	"pluie__(173e radical)"
雨	雨	yu4	"pleuvoir__tomber (neige, pluie, etc.)__mouiller"
雨絲	雨丝	yu3 si1	"bruine__pluie fine"
雨久花科	雨久花科	yu3 jiu3 hua1 ke1	"Pontederiaceae (plantes)"
雨傘	雨伞	yu3 san3	"parapluie"
雨具	雨具	yu3 ju4	"foulard"
雨凇	雨凇	yu3 song1	"givre"
雨聲	雨声	yu3 sheng1	"bruit de la pluie"
雨天	雨天	yu3 tian1	"jour pluvieux__temps pluvieux"
雨女無瓜	雨女无瓜	yu3 nu:3 wu2 gua1	"Ce ne sont pas tes affaires !"
雨季	雨季	yu3 ji4	"saison humide"
雨幕	雨幕	yu3 mu4	"averse"
雨搭	雨搭	yu3 da1	"auvent"
雨林	雨林	yu3 lin2	"forêt humide"
雨棚	雨棚	yu3 peng2	"auvent"
雨水	雨水	Yu3 shui3	"(eau de) pluie__Yushui (une des 24 périodes solaires commençant vers le 20 février)"
雨澤下注	雨泽下注	yu3 ze2 xia4 zhu4	"chute de pluie"
雨滴	雨滴	yu3 di1	"pluie"
雨漏	雨漏	yu3 lou4	"gargouille"
雨點	雨点	yu3 dian3	"goutte de pluie"
雨燕	雨燕	yu3 yan4	"apodidae__apodidés"
雨花	雨花	Yu3 hua1	"Yuhua (district)"
雨蝕	雨蚀	yu3 shi2	"érosion de la pluie"
雨蛙	雨蛙	yu3 wa1	"rainette (variété de grenouille)"
雨衣	雨衣	yu3 yi1	"imperméable"
雨量	雨量	yu3 liang4	"précipitations"
雨雪	雨雪	yu3 xue3	"neige fondue"
雨露	雨露	yu3 lu4	"pluie et rosée__(fig.) faveur__grâce"
雩	雩	yu2	"sacrifice d'été pour la pluie"
雪	雪	xue3	"neige__qui a l'apparence de la neige__essuyer"
雪上加霜	雪上加霜	xue3 shang4 jia1 shuang1	"(expr. idiom.) ajouter la grêle à la neige__une catastrophe en suivant une autre__faire empirer les choses dans une mauvaise situation"
雪樂山	雪乐山	xue3 le4 shan1	"Sierra Entertainment (société)"
雪鄉	雪乡	xue3 xiang1	"Xuexiang__village des neiges__village de la neige"
雪亮	雪亮	xue3 liang4	"(lit.) brillant comme la neige__brillant__aveuglant__tranchant (pour les yeux)"
雪人	雪人	xue3 ren2	"bonhomme de neige"
雪仗	雪仗	xue3 zhang4	"bataille de neige"
雪佛蘭	雪佛兰	Xue3 fo2 lan2	"chevrolet"
雪克	雪克	xue3 ke4	"milkshake (emprunt)"
雪蘭莪	雪兰莪	Xue3 lan2 e2	"Selangor (Malaisie)"
雪地車	雪地车	xue3 di4 che1	"motoneige"
雪地靴	雪地靴	xue3 di4 xue1	"bottes de neige"
雪套	雪套	xue3 tao4	"guêtres"
雪山	雪山	xue3 shan1	"montagnes chenues__monts enneigés__Hsuehshan"
雪嶽山	雪岳山	Xue3 yue4 Shan1	"Seoraksan (Corée du Sud)"
雪峰	雪峰	xue3 feng1	"pic enneigé"
雪崩	雪崩	xue3 beng1	"avalanche"
雪恩市	雪恩市	xue3 en1 shi4	"Commune de Tjörn (Suède)"
雪松	雪松	xue3 song1	"Cèdre"
雪白	雪白	xue3 bai2	"blanc comme neige__tout blanc"
雪碧	雪碧	Xue3 bi4	"Sprite (soda)"
雪種	雪种	xue3 zhong3	"réfrigérant"
雪糕	雪糕	xue3 gao1	"crème glacée"
雪紡	雪纺	xue3 fang3	"chiffon (emprunt)"
雪耳	雪耳	xue3 er3	"trémelle en fuseau (champignon)"
雪花	雪花	xue3 hua1	"flocon de neige"
雪茄	雪茄	xue3 jia1	"cigare"
雪茄頭	雪茄头	xue3 jia1 tou2	"prise allume-cigare"
雪茄達摩鯊	雪茄达摩鲨	xue3 qie2 da2 mo2 sha1	"Squalelet féroce (requin)"
雪莉	雪莉	xue3 li4	"Sulli (actrice sud-coréenne)"
雪蓮	雪莲	xue3 lian2	"saussurea (plante)"
雪蟹	雪蟹	xue3 xie4	"crabe des neiges__Chionoecetes opilio"
雪邦	雪邦	xue3 bang1	"Sepang (Malaisie)"
雪邦國際賽道	雪邦国际赛道	xue3 bang1 guo2 ji4 sai4 dao4	"Circuit international de Sepang (Malaisie)"
雪裡紅	雪里红	xue3 li3 hong2	"moutarde aux herbes__brassica juncea var. crispifolia"
雪裡蕻	雪里蕻	xue3 li3 hong2	"moutarde aux herbes__brassica juncea var. crispifolia"
雪野五月	雪野五月	xue3 ye3 wu3 yue4	"Satsuki Yukino (actrice japonaise)"
雪鐵龍	雪铁龙	Xue3 tie3 long2	"Citroën"
雪頓	雪顿	Xue3 dun4	"festival de Shoton (Tibet)"
雪頓節	雪顿节	Xue3 dun4 jie2	"festival de Shoton__fête du yaourt (Tibet)"
雪鴞	雪鸮	xue3 xiao1	"Harfang des neiges (oiseau)"
雪鴿	雪鸽	xue3 ge1	"Pigeon des neiges"
雪鵐	雪鹀	xue3 wu2	"Bruant des neiges__Plectrophane des neiges"
雪鶉	雪鹑	xue3 chun2	"Lerva des neiges"
雯	雯	wen2	"nuages multicolores"
雰	雰	fen1	"brume__brouillard"
雱	雱	pang2	"lourde chute de pluie ou de neige"
靂	雳	li4	"foudre"
零	零	ling2	"zéro__0__nul__quantité fractionnaire__se flétrir__se faner__nombre en sus d'un chiffre rond__néant__zéro degré__rien"
零下	零下	ling2 xia4	"négatif__en dessous de zéro"
零買	零买	ling2 mai3	"acheter au détail__acheter à l'unité"
零亂	零乱	ling2 luan4	"en désordre__pêle-mêle"
零件	零件	ling2 jian4	"pièce détachée"
零倫	零伦	ling2 lun2	"homologie singulière"
零元素	零元素	ling2 yuan2 su4	"élément générateur (structure algébrique)"
零號	零号	ling2 hao4	"(lit.) numéro zéro__(argot) anus"
零號身材	零号身材	ling2 hao4 shen1 cai2	"taille zéro__extrêmement maigre__anorexique"
零吃	零吃	ling2 chi1	"(famil.) casse-croute"
零和對策	零和对策	ling2 he2 dui4 ce4	"jeu Ã  gain nul (math.)"
零售	零售	ling2 shou4	"commerce de détail"
零售業	零售业	ling2 shou4 ye4	"commerce de détail"
零售價	零售价	ling2 shou4 jia4	"prix de vente au détail"
零售商	零售商	ling2 shou4 shang1	"commerçant__détaillant__concessionnaire"
零頭	零头	ling2 tou2	"quantité fragmentaire__nombre en sus d'un chiffre rond__coupon d'étoffe__chutes d'étoffe__restes"
零廢棄	零废弃	ling2 fei4 qi4	"zéro gaspillage"
零度	零度	ling2 du4	"zéro degré"
零散	零散	ling2 san3	"dispersé__éparpillé__épars"
零散	零散	ling2 san4	"épars"
零日	零日	ling2 ri4	"0 day (inform.)__Zero day"
零日漏洞	零日漏洞	ling2 ri4 lou4 dong4	"0 day (inform.)__Zero day"
零時	零时	ling2 shi2	"minuit"
零星	零星	ling2 xing1	"fragmentaire__menu et divers__très peu__accessoire__sporadique"
零碎	零碎	ling2 sui4	"fragmentaire"
零花錢	零花钱	ling2 hua1 qian2	"argent de poche__indemnité"
零距離	零距离	ling2 ju4 li2	"face-à-face"
零部件	零部件	ling2 bu4 jian4	"pièces et éléments"
零配件	零配件	ling2 pei4 jian4	"pièce détachée__pièce de rechange"
零錢	零钱	ling2 qian2	"argent de poche__monnaie"
零食	零食	ling2 shi2	"casse-croute__grignotine"
雷	雷	lei2	"tonnerre__écho__terrifiant__terrible__(nom de famille)"
雷丘	雷丘	lei2 qiu1	"Raichu (jeu vidéo)"
雷克斯	雷克斯	Lei2 ke4 si1	"Rex (Géorgie)"
雷克沙	雷克沙	lei2 ke4 sha1	"Lexar (société)"
雷擊	雷击	lei2 ji1	"Tonnerre"
雷區	雷区	lei2 qu1	"champ de mines"
雷同	雷同	lei2 tong2	"analogue__semblable"
雷场报告	雷场报告	lei2 chang3 bao4 gao4	"compte rendu de champ de mines__descriptif de champ de mines (déminage)__relevé de pose (minage)__formulaire de saisie sur les champs de mines (IMSMA)"
雷基斯塔	雷基斯塔	lei2 ji1 si1 ta3	"Réquista (Aveyron)"
雷聲	雷声	lei2 sheng1	"grondement du tonnerre"
雷聲大，雨點小	雷声大，雨点小	lei2 sheng1 da4 , yu3 dian3 xiao3	"(expr. idiom.) grand fracas de tonnerre mais petites gouttes de pluie__faire beaucoup de bruit pour rien__très fort en paroles mais pas en actions"
雷奥	雷奥	lei2 ao4	"Leo"
雷奥纳多	雷奥纳多	lei2 ao4 na4 duo1	"Leonardo"
雷娜	雷娜	lei2 nuo2	"Lena"
雷子	雷子	lei2 zi5	"(argot) policier__flic"
雷賓斯剋	雷宾斯克	lei2 bin1 si1 ke4	"Rybinsk (Russie)"
雷射	雷射	lei2 she4	"Laser"
雷尼湖	雷尼湖	lei2 ni2 hu2	"Lac à la Pluie (Canada)"
雷斯	雷斯	lei2 si1	"Reis"
雷明頓蘭德公司	雷明顿兰德公司	lei2 ming2 dun4 lan2 de2 gong1 si1	"Remington Rand (société)"
雷電	雷电	lei2 dian4	"tonnerre et éclairs__foudre__Raiden (divinité)"
雷維利亞希赫多群島	雷维利亚希赫多群岛	lei2 wei2 li4 ya4 xi1 he4 duo1 qun2 dao3	"Îles Revillagigedo (Mexique)"
雷莫	雷莫	lei2 mo4	"Remo (société)"
雷達	雷达	lei2 da2	"radar"
雷鋒	雷锋	Lei2 Feng1	"Lei Feng"
雷阿爾城	雷阿尔城	Lei2 a1 er3 cheng2	"Ciudad Real (Espagne)"
雷雨	雷雨	lei2 yu3	"orage__tempête"
雷霆	雷霆	lei2 ting2	"grand coup de tonnerre__éclats de tonnerre__foudre__coup de foudre__puissance formidable__éclat de colère"
雷鳥屬	雷鸟属	lei2 niao3 shu3	"Lagopède (oiseau)"
雷鳥神機隊	雷鸟神机队	lei2 niao3 shen2 ji1 dui4	"Les Sentinelles de l'air (série TV)"
雷鳴	雷鸣	lei2 ming2	"tonnerre__sons très forts"
雷龍	雷龙	lei2 long2	"apatosaure__brontosaure"
雷·羅馬諾	雷·罗马诺	Lei2 · Luo2 ma3 nuo4	"Ray Romano"
雹	雹	bao2	"grêle"
霧	雾	wu4	"brouillard"
霧氣	雾气	wu4 qi4	"brouillard__vapeur"
霧蒙蒙	雾蒙蒙	wu4 meng2 meng2	"brumeux__trouble"
霧都孤兒	雾都孤儿	wu4 dou1 gu1 er2	"Oliver Twist (roman)"
霧鎖	雾锁	wu4 suo3	"enveloppé dans la brume"
需	需	xu1	"besoin__demande"
需求	需求	xu1 qiu2	"besoin__demande (économie)__exigence"
需要	需要	xu1 yao4	"avoir besoin de__nécessiter__requérir__demander__besoin__demande"
霽	霁	ji4	"s'éclaircir"
霂	霂	mu4	"bruine__pluie fine"
霄	霄	xiao1	"nuages__ciel"
霆	霆	ting2	"foudre__coup de foudre"
震	震	zhen4	"ébranler__secouer__trembler__vibrer__être bouleversé__un des huit trigrammes (yin-yin-yang)"
震動	震动	zhen4 dong4	"vibrer__trembler__bouleverser"
震天價響	震天价响	zhen4 tian1 ga5 xiang3	"(expr. idiom.) bruit stupéfiant"
震天雷	震天雷	zhen4 tian1 lei2	"Zhen Tian Lei (grenade à main)"
震怒	震怒	zhen4 nu4	"être enragé__furieux"
震悚	震悚	zhen4 song3	"(lit.) trembler de peur__choquer"
震驚	震惊	zhen4 jing1	"bouleverser__stupéfier"
震懾	震慑	zhen4 she4	"inspirer la crainte__intimider"
震撼	震撼	zhen4 han4	"secouer__bouleverser"
震旦	震旦	Zhen4 dan4	"(ancien nom indien pour la Chine)"
震旦大學	震旦大学	zhen4 dan4 dai4 xue2	"Université Aurore (Shanghai)"
震旦鴉雀	震旦鸦雀	Zhen4 dan4 ya1 que4	"Paradoxornis du Yangtsé (oiseau)"
震耳欲聾	震耳欲聋	zhen4 er3 yu4 long2	"(expr. idiom.) assourdissant"
震蕩	震荡	zhen4 dang4	"trembler__secouer__ébranler__osciller"
震蕩波	震荡波	zhen4 dang4 bo1	"onde de choc"
震蕩波病毒	震荡波病毒	zhen4 dang4 bo1 bing4 du2	"Sasser (virus informatique)"
震蛋	震蛋	zhen4 dan4	"oeuf vibrant"
震顫	震颤	zhen4 chan4	"trembler__frémir__trembloter"
霈	霈	pei4	"torrent de pluie"
黴	霉	mei2	"moisir__moisi__moisissure__(en parlant du visage) tanné__bronzé__basané"
霉素	霉素	mei2 su4	"pénicilline"
霉草目	霉草目	mei2 cao3 mu4	"Triuridales (plantes)"
霉草科	霉草科	mei2 cao3 ke1	"Triuridaceae (plantes)"
霉菌	霉菌	mei2 jun1	"moisissure"
霉運	霉运	mei2 yun4	"infortune__malchance__malheur"
霉雨	霉雨	mei2 yu3	"mousson__saison des pluies"
霍	霍	huo4	"rapidement__soudainement"
霍丘	霍丘	Huo4 qiu1	"(xian de) Huoqiu (Anhui)"
霍亂時期的愛情	霍乱时期的爱情	huo4 luan4 shi2 qi1 de5 ai4 qing2	"L'Amour aux temps du choléra (roman)"
霍伊剋	霍伊克	huo4 yi1 ke4	"Hawick (Écosse)"
霍剋縣	霍克县	huo4 ke4 xian4	"Comté de Hoke (Caroline du Nord)"
霍華德	霍华德	Huo4 hua2 de2	"Howard"
霍博肯	霍博肯	huo4 bo2 ken3	"Hoboken (New Jersey)"
霍姆斯彗星	霍姆斯彗星	huo4 mu3 si1 hui4 xing1	"17P__Holmes (comète)"
霍爾	霍尔	Huo4 er3	"Hall (nom)"
霍巴特	霍巴特	Huo4 ba1 te4	"Hobart (Australie)"
霍斯蒂利安	霍斯蒂利安	huo4 si1 di4 li4 an1	"Hostilien (empereur romain)"
霍氏旋木雀	霍氏旋木雀	Huo4 shi4 xuan2 mu4 que4	"Grimpereau de Hodgson"
霍氏鷹鵑	霍氏鹰鹃	Huo4 shi4 ying1 juan1	"Coucou de Hodgson"
霍然	霍然	huo4 ran2	"tout à coup__soudainement__rapidement"
霍穆託夫	霍穆托夫	huo4 mu4 tuo1 fu2	"Chomutov (Tchéquie)"
霍耳效應	霍耳效应	Huo4 er3 xiao4 ying4	"effet Hall"
霍芬海姆	霍芬海姆	huo4 fen1 hai3 mu3	"TSG 1899 Hoffenheim (club de football)"
霍邱	霍邱	Huo4 qiu1	"(xian de) Huoqiu (Anhui)"
霍邱縣	霍邱县	Huo4 qiu1 xian4	"Xian de Huoqiu (Anhui)"
霎	霎	sha4	"petite averse"
霎時	霎时	sha4 shi2	"en un instant"
霏	霏	fei1	"chute de neige"
霑	霑	zhan1	"humecter"
霓	霓	ni2	"arc-en-ciel secondaire"
霓虹	霓虹	ni2 hong2	"arc-en-ciel secondaire"
霓虹燈	霓虹灯	ni2 hong2 deng1	"Lampe néon"
霓裳	霓裳	ni2 chang2	"(vêtement traditionnel chinois aux couleurs de l'arc-en-ciel)"
霖	霖	lin2	"pluie persistante"
霙	霙	ying1	"neige mouillée"
霛	霛	ling2	"Esprit (surnaturel)"
霜	霜	shuang1	"givre__gelée blanche__cristallisé__candi"
霜花	霜花	shuang1 hua1	"cheveux (ou chevelure) de glace (apparition de glace sous forme de filaments très fins, par temps de gel, à partir de morceaux de bois mort ou d'autres végétaux)"
霜霉病	霜霉病	shuang1 mei2 bing4	"mildiou"
霝	霝	ling2	"gouttes de pluie__tomber en goutte"
霞	霞	xia2	"nuages empourprés"
霞光	霞光	xia2 guang1	"lumière du lever ou coucher de soleil"
霞浦	霞浦	Xia2 pu3	"Xian de Xiapu (Fujian)"
霞浦縣	霞浦县	Xia2 pu3 xian4	"Xian de Xiapu (Fujian)"
霢	霢	mo4	"bruineux__doucher avec grâce"
霢	霢	mai4	"bruineux"
霢霂	霢霂	mai4 mu4	"(lit.) pluie bruineuse__(fig.) sueur ruisselante"
霣	霣	yun3	"tempête de pluie__tomber"
霨	霨	wei4	"augmentation des nuages"
霪	霪	yin2	"pluie continue"
霫	霫	xi2	"Sui-Tang (groupe ethnique)"
靄	霭	ai3	"ciel nuageux__amicalement__brume__calme__paisible__amical"
霮	霮	dan4	"densité des nuages"
霰	霰	xian4	"neige roulée"
霰彈	霰弹	xian4 dan4	"contenant__conteneur de lancement (mil.)__boite filtrante"
露	露	lu4	"rosée__apparaitre"
露	露	lou4	"montrer__révéler"
露兜樹目	露兜树目	lu4 dou1 shu4 mu4	"Pandanales (plantes)"
露出	露出	lu4 chu1	"émergence__dénudation__découvrir__émersion__émerger__échapper"
露華濃	露华浓	Lu4 hua2 nong2	"Revlon (marque)"
露天	露天	lu4 tian1	"à ciel ouvert__en plein air"
露宿	露宿	lu4 su4	"passer la nuit en plein air"
露水	露水	lu4 shui3	"rosée"
露水夫妻	露水夫妻	lu4 shui3 fu1 qi1	"couple dans une courte durée__relation inappropriée"
露水姻緣	露水姻缘	lu4 shui3 yin1 yuan2	"romance occasionnelle__relation à court terme"
露點	露点	lu4 dian3	"point de rosée"
露珠	露珠	lu4 zhu1	"goutte de rosée"
露臉	露脸	lou4 lian3	"montrer son visage__se faire un nom__réussir et devenir connu"
露營	露营	lu4 ying2	"camping"
露露	露露	lu4 lu4	"Lulu (opéra)"
露面	露面	lou4 mian4	"se montrer en public"
露骨	露骨	lu4 gu3	"sans détour__de façon directe"
霸	霸	ba4	"hégémon__tyran__despote__seigneur__chef féodal__régner par la force__usurper__dominer__tyranniser"
霸主	霸主	ba4 zhu3	"chef suprême__suzerain__hégémon"
霸凌	霸凌	ba4 ling2	"tyranniser (emprunt)"
霸佔	霸占	ba4 zhan4	"s'emparer de__usurper"
霸妻	霸妻	ba4 qi1	"utiliser son pouvoir et son influence pour prendre pour soi la femme d'un autre homme"
霸座	霸座	ba4 zuo4	"occuper délibérément le siège de qqn"
霸權	霸权	ba4 quan2	"hégémonie__suprématie"
霸氣	霸气	ba4 qi4	"agressivité__hégémonie__dominateur"
霸王	霸王	ba4 wang2	"suzerain__chef suprême__tyran__despote"
霸王硬上弓	霸王硬上弓	ba4 wang2 ying4 shang4 gong1	"(expr. idiom.) s'imposer par la force sur qqn__violer"
霸道	霸道	ba4 dao4	"despotique__fort__violent"
霹	霹	pi1	"bruit du tonnerre__coup de tonnerre__foudre"
霹靂	霹雳	pi1 li4	"coup de tonnerre__foudre"
霹靂嬌娃	霹雳娇娃	pi1 li4 jiao1 wa2	"Drôles de dames (série TV)"
霹靂州	霹雳州	pi1 li4 zhou1	"Perak (Malaisie)"
霾	霾	mai2	"brume légère__smog"
靉	靉	ai4	"nuageux__ombragé"
靐	靐	bing4	"tonnerre"
青	青	qing1	"bleu ou vert__jeune__herbe verte"
青絲	青丝	qing1 si1	"beaux cheveux noirs__prune séchée (en tranches)"
青雲	青云	qing1 yun2	"ciel clair__(fig.) position officielle__noble"
青發	青发	qing1 fa1	"amobarbital (médicament) (Tw)"
青城山	青城山	Qing1 cheng2 shan1	"mont Qingcheng (montagne sacrée taoïste)"
青堂瓦舍	青堂瓦舍	qing1 tang2 wa3 she4	"maison de briques avec un toit de tuiles"
青天	青天	qing1 tian1	"ciel clair__ciel bleu"
青天霹靂	青天霹雳	qing1 tian1 pi1 li4	"(expr. idiom.) tonnerre dans un ciel serein__coup de tonnerre"
青頭鸚鵡	青头鹦鹉	qing1 tou2 ying1 wu3	"Perruche de l'Himalaya__Perruche à tête ardoisée"
青少年	青少年	qing1 shao4 nian2	"adolescence__jeunesse__adolescent"
青山	青山	qing1 shan1	"Qingshan__vallées vertes"
青山剛昌	青山刚昌	qing1 shan1 gang1 chang1	"Gosho Aoyama"
青島	青岛	Qing1 dao3	"Qingdao (Shandong)"
青島海爾	青岛海尔	qing1 dao3 hai3 er3	"Haier (société)"
青年	青年	qing1 nian2	"jeunesse__jeune personne"
青年人	青年人	qing1 nian2 ren2	"jeune personne__jeunesse (groupe)"
青年團	青年团	qing1 nian2 tuan2	"branche jeune__fraction jeune d'un parti politique"
青年土耳其黨人	青年土耳其党人	qing1 nian2 tu3 er3 qi2 dang3 ren2	"Jeunes Turcs (parti politique)"
青年旅社	青年旅社	qing1 nian2 lu:3 she4	"auberge de jeunesse"
青年生境國際网	青年生境国际网	qing1 nian2 sheng1 jing4 guo2 ji4 wang3	"Réseau international pour l'habitat des jeunes"
青旅	青旅	qing1 lu:3	"auberge de jeunesse"
青春	青春	qing1 chun1	"jeunesse"
青春期	青春期	qing1 chun1 qi1	"puberté"
青春永駐	青春永驻	qing1 chun1 yong3 zhu4	"rester jeune pour toujours"
青春痘	青春痘	qing1 chun1 dou4	"acné"
青木瓜之味	青木瓜之味	qing1 mu4 gua1 zhi1 wei4	"L'Odeur de la papaye verte (film)"
青松	青松	qing1 song1	"pin"
青檸檬	青柠檬	qing1 ning2 meng2	"lime (fruit)__lime acide__citron vert"
青梅市	青梅市	qing1 mei2 shi4	"Oume (Tokyo)"
青椒	青椒	qing1 jiao1	"piment vert__Capsicum annuum"
青樓	青楼	qing1 lou2	"(lit.) bordel__quartiers de plaisir"
青海	青海	Qing1 hai3	"Qinghai (province de l'ouest de la Chine)"
青海省	青海省	Qing1 hai3 sheng3	"Qinghai (province de l'ouest de la Chine)"
青澀	青涩	qing1 se4	"non mûr__jeune et inexpérimenté"
青瓦臺	青瓦台	Qing1 wa3 tai2	"Maison Bleue (résidence du président de la Corée du Sud à Séoul)"
青睞	青睐	qing1 lai4	"faveur__bonne appréciation"
青石	青石	qing1 shi2	"pierre bleue__pierre à chaux (famil.)"
青筋	青筋	qing1 jin1	"Veine"
青綠	青绿	qing1 lu:4	"verdoyant__vert foncé__turquoise"
青腳濱鷸	青脚滨鹬	qing1 jiao3 bin1 yu4	"Bécasseau de Temminck"
青腳鷸	青脚鹬	qing1 jiao3 yu4	"Chevalier aboyeur (oiseau)__Tringa nebularia"
青色	青色	qing1 se4	"cyan"
青花	青花	qing1 hua1	"bleue et blanche (porcelaine)"
青草	青草	qing1 cao3	"herbe"
青菜	青菜	qing1 cai4	"légumes verts"
青藏	青藏	Qing1 Zang4	"Qinghai-tibétain__Qingzang (lieudit)"
